State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
ME,2016,District 30,11170,10975,0.5044027997290584,0,D
ME,2016,District 31,12122,6113,0.6647655607348506,0,D
ME,2016,District 32,10620,6338,0.6262530958839486,0,D
ME,2016,District 33,6298,9030,0.4108820459290188,0,R
ME,2016,District 34,9776,10456,0.4831949387109529,0,R
ME,2016,District 35,13408,8050,0.6248485413365644,0,D
ME,2016,District 4,5112,9895,0.34064103418404745,0,R
ME,2016,District 5,8789,5855,0.6001775471182736,0,D
ME,2016,District 6,5661,8979,0.3866803278688525,0,R
ME,2016,District 7,13363,7486,0.6409420116072714,0,D
ME,2016,District 8,7458,10521,0.4148172868346404,0,R
ME,2016,District 9,9203,5990,0.605739485289278,0,D
MI,2016,District 1,62071,20879,0.7482941531042797,0,D
MI,2016,District 10,52277,57353,0.47684940253580227,0,R
MI,2016,District 11,99916,27157,0.7862881965484406,0,D
MI,2016,District 12,59302,58363,0.5039901415034207,0,D
MI,2016,District 13,73146,67798,0.5189720740152117,0,D
MI,2016,District 14,48578,64253,0.4305377068358873,0,R
MI,2016,District 15,62936,67352,0.4830529288959843,0,R
MI,2016,District 16,31129,56980,0.3533010248669262,0,R
MI,2016,District 17,39196,57771,0.40421999236853773,0,R
MI,2016,District 18,96891,26620,0.7844726380646259,0,D
MI,2016,District 19,37462,57242,0.3955693529312384,0,R
MI,2016,District 2,53920,17288,0.7572182900797663,0,D
MI,2016,District 20,60528,48195,0.5567175298694849,0,D
MI,2016,District 21,41897,58164,0.4187145841036967,0,R
MI,2016,District 22,57167,76043,0.4291494632535095,0,R
